"id","university_name","program_code","program_name","subject_combination","admission_method","admission_score","note"
6071,Học Viện Ngân Hàng,IB01,Kinh doanh quốc tế,"",Chứng chỉ quốc tế năm 2024,23.3,""
6072,Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,"",Chứng chỉ quốc tế năm 2024,24.9,""
6073,Học Viện Ngân Hàng,IB03,"Kinh doanh quốc tế (Liên kết với DH Covcntry, Anh quốc, cấp song băng)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6074,Học Viện Ngân Hàng,IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),"",Chứng chỉ quốc tế năm 2024,23.3,""
6075,Học Viện Ngân Hàng,IT01,Công nghệ thông tin,"",Chứng chỉ quốc tế năm 2024,21.66,""
6076,Học Viện Ngân Hàng,LAW01,Luật kinh tế,"",Chứng chỉ quốc tế năm 2024,21.66,""
6077,Học Viện Ngân Hàng,LAW02,Luật kinh tế,"",Chứng chỉ quốc tế năm 2024,21.0,""
6078,Học Viện Ngân Hàng,MIS01,Hệ thống thông tin quản lý,"",Chứng chỉ quốc tế năm 2024,21.66,""
6079,Đại Học Thể Dục Thể Thao TPHCM,"7729001",Y sinh học thể dục thể thao,T00; T04; T05; T06,Điểm thi THPT năm 2024,24.0,Điểm thi TN THPT kết hợp với năng khiếu
6080,Đại Học Thể Dục Thể Thao TPHCM,"7810301",Quản lý thể dục thể thao,T00; T04; T05; T06,Điểm thi THPT năm 2024,24.0,Điểm thi TN THPT kết hợp với năng khiếu
6081,Đại Học Thể Dục Thể Thao TPHCM,"7810302",Huấn luyện thể thao,T00; T04; T05; T06,Điểm thi THPT năm 2024,24.0,Điểm thi TN THPT kết hợp với năng khiếu
6082,Đại Học Thể Dục Thể Thao TPHCM,"7729001",Y sinh học thể dục thể thao,T00; T04; T05; T06,Điểm xét tuyển kết hợp năm 2024,24.0,Học bạ kết hợp với năng khiếu
6083,Đại Học Thể Dục Thể Thao TPHCM,"7810301",Quản lý thể dục thể thao,T00; T04; T05; T06,Điểm xét tuyển kết hợp năm 2024,24.0,Học bạ kết hợp với năng khiếu
6084,Đại Học Thể Dục Thể Thao TPHCM,"7810302",Huấn luyện thể thao,T00; T04; T05; T06,Điểm xét tuyển kết hợp năm 2024,24.0,Học bạ kết hợp với năng khiếu
6085,Đại Học Lâm nghiệp,"7310101",Kinh tế,A00; A16; C15; D01,Điểm thi THPT năm 2024,16.4,""
6086,Đại Học Lâm nghiệp,"7340101",Quản trị kinh doanh,A00; A16; C15; D01,Điểm thi THPT năm 2024,16.6,""
6087,Đại Học Lâm nghiệp,"7340116",Bất động sản,A00; A16; C15; D01,Điểm thi THPT năm 2024,19.6,""
6088,Đại Học Lâm nghiệp,"7340201",Tài chính – Ngân hàng,A00; A16; C15; D01,Điểm thi THPT năm 2024,17.1,""
6089,Đại Học Lâm nghiệp,"7340301",Kế toán,A00; A16; C15; D01,Điểm thi THPT năm 2024,16.1,""
6090,Đại Học Lâm nghiệp,"7420201",Công nghệ sinh học,A00; A16; B00; B08,Điểm thi THPT năm 2024,15.8,""
6091,Đại Học Lâm nghiệp,"7480104",Hệ thống thông tin,A00; A01; A16; D01,Điểm thi THPT năm 2024,15.3,""
6092,Đại Học Lâm nghiệp,"7510203",Công nghệ kỹ thuật cơ điện tử,A00; A01; A16; D01,Điểm thi THPT năm 2024,15.4,""
6093,Đại Học Lâm nghiệp,"7510205",Công nghệ kỹ thuật ô tô,A00; A01; A16; D01,Điểm thi THPT năm 2024,15.2,""
6094,Đại Học Lâm nghiệp,"7510605",Logistics và Quản lý chuỗi cung ứng,A00; A16; C15; D01,Điểm thi THPT năm 2024,15.9,""
6095,Đại Học Lâm nghiệp,"7520103",Kỹ thuật cơ khí,A00; A01; A16; D01,Điểm thi THPT năm 2024,16.8,""
6096,Đại Học Lâm nghiệp,"7549001",Công nghệ chế biến lâm sản,A00; A16; D01; D07,Điểm thi THPT năm 2024,17.3,""
6097,Đại Học Lâm nghiệp,"7580102",Kiến trúc cảnh quan,A00; D01; C15; V01,Điểm thi THPT năm 2024,18.5,""
6098,Đại Học Lâm nghiệp,"7580108",Thiết kế nội thất,A00; C15; D01; H00,Điểm thi THPT năm 2024,16.1,""
6099,Đại Học Lâm nghiệp,"7580201",Kỹ thuật xây dựng,A00; A01; A16; D01,Điểm thi THPT năm 2024,17.0,""
6100,Đại Học Lâm nghiệp,"7620105",Chăn nuôi,A00; B00; C15; D01,Điểm thi THPT năm 2024,15.0,""
6101,Đại Học Lâm nghiệp,"7620110",Khoa học cây trồng,A00; A16; B00; D01,Điểm thi THPT năm 2024,15.4,""
6102,Đại Học Lâm nghiệp,"7620205",Lâm sinh,A00; A16; B00; D01,Điểm thi THPT năm 2024,16.9,""
6103,Đại Học Lâm nghiệp,"7620211",Quản lý tài nguyên rừng,A00; B00; C15; D01,Điểm thi THPT năm 2024,15.3,""
6104,Đại Học Lâm nghiệp,"7640101",Thú y,A00; A16; B00; B08,Điểm thi THPT năm 2024,15.8,""
6105,Đại Học Lâm nghiệp,"7760101",Công tác xã hội,A00; C00; C15; D01,Điểm thi THPT năm 2024,15.7,""
6106,Đại Học Lâm nghiệp,"7810103",Quản trị dịch vụ du lịch và lữ hành,A00; C00; C15; D01,Điểm thi THPT năm 2024,15.7,""
6107,Đại Học Lâm nghiệp,"7850101",Quản lý tài nguyên và Môi trường,A00; A16; B00; D01,Điểm thi THPT năm 2024,16.3,""
6108,Đại Học Lâm nghiệp,"7850103",Quản lý đất đai,A00; A16; B00; D01,Điểm thi THPT năm 2024,15.7,""
6109,Đại Học Lâm nghiệp,"7850104",Du lịch sinh thái,B00; C00; C15; D01,Điểm thi THPT năm 2024,19.5,""
6110,Đại Học Lâm nghiệp,"7850106",Quản lý tài nguyên thiên nhiên,B08; D01; D07; D10,Điểm thi THPT năm 2024,16.4,Chương trình ĐT bằng Tiếng Anh
6111,Đại Học Lâm nghiệp,"7310101",Kinh tế,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6112,Đại Học Lâm nghiệp,"7340101",Quản trị kinh doanh,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6113,Đại Học Lâm nghiệp,"7340116",Bất động sản,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6114,Đại Học Lâm nghiệp,"7340201",Tài chính - Ngân hàng,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6115,Đại Học Lâm nghiệp,"7340301",Kế toán,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6116,Đại Học Lâm nghiệp,"7420201",Công nghệ sinh học,A00; A16; B00; B08,Điểm học bạ năm 2024,18.0,""
6117,Đại Học Lâm nghiệp,"7480104",Hệ thống thông tin,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6118,Đại Học Lâm nghiệp,"7510203",Công nghệ kỹ thuật cơ điện tử,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6119,Đại Học Lâm nghiệp,"7510205",Công nghệ kỹ thuật ô tô,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6120,Đại Học Lâm nghiệp,"7510605",Logistics và Quản lý chuỗi cung ứng,A00; A16; C15; D01,Điểm học bạ năm 2024,18.0,""
6121,Đại Học Lâm nghiệp,"7520103",Kỹ thuật cơ khí,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6122,Đại Học Lâm nghiệp,"7520118",Kỹ thuật hệ thống công nghiệp,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6123,Đại Học Lâm nghiệp,"7549001",Công nghệ chế biến lâm sản,A00; A16; D01; D07,Điểm học bạ năm 2024,18.0,""
6124,Đại Học Lâm nghiệp,"7580102",Kiến trúc cảnh quan,A00; D01; C15; V01,Điểm học bạ năm 2024,18.0,""
6125,Đại Học Lâm nghiệp,"7580108",Thiết kế nội thất,A00; C15; D01; H00,Điểm học bạ năm 2024,18.0,""
6126,Đại Học Lâm nghiệp,"7580201",Kỹ thuật xây dựng,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6127,Đại Học Lâm nghiệp,"7580302",Quản lý xây dựng,A00; A01; A16; D01,Điểm học bạ năm 2024,18.0,""
6128,Đại Học Lâm nghiệp,"7620105",Chăn nuôi,A00; B00; C15; D01,Điểm học bạ năm 2024,18.0,""
6129,Đại Học Lâm nghiệp,"7620110",Khoa học cây trồng,A00; A16; B00; D01,Điểm học bạ năm 2024,18.0,""
6130,Đại Học Lâm nghiệp,"7620205",Lâm sinh,A00; A16; B00; D01,Điểm học bạ năm 2024,18.0,""
6131,Đại Học Lâm nghiệp,"7620211",Quản lý tài nguyên rừng (Kiểm lâm),A00; B00; C15; D01,Điểm học bạ năm 2024,18.0,""
6132,Đại Học Lâm nghiệp,"7640101",Thú y,A00; A16; B00; B08,Điểm học bạ năm 2024,18.0,""
6133,Đại Học Lâm nghiệp,"7760101",Công tác xã hội,A00; C00; C15; D01,Điểm học bạ năm 2024,18.0,""
6134,Đại Học Lâm nghiệp,"7810103",Quản trị dịch vụ du lịch và lữ hành,A00; C00; C15; D01,Điểm học bạ năm 2024,18.0,""
6135,Đại Học Lâm nghiệp,"7850101",Quản lý tài nguyên và Môi trường,A00; A16; B00; D01,Điểm học bạ năm 2024,18.0,""
6136,Đại Học Lâm nghiệp,"7850103",Quản lý đất đai,A00; A16; B00; D01,Điểm học bạ năm 2024,18.0,""
6137,Đại Học Lâm nghiệp,"7850104",Du lịch sinh thái,B00; C00; C15; D01,Điểm học bạ năm 2024,18.0,""
6138,Đại Học Lâm nghiệp,"7850106",Quản lý tài nguyên thiên nhiên,B08; D01; D07; D10,Điểm học bạ năm 2024,18.0,CCĐT bằng Tiếng Anh
6139,Đại Học Kiến Trúc Hà Nội,"7210105",Điêu khắc,H00; H02,Điểm thi THPT năm 2024,23.23,""
6140,Đại Học Kiến Trúc Hà Nội,"7210403",Thiết kế đồ họa,H00; H02,Điểm thi THPT năm 2024,24.2,""
6141,Đại Học Kiến Trúc Hà Nội,"7210404",Thiết kế thời trang,H00; H02,Điểm thi THPT năm 2024,23.25,""
6142,Đại Học Kiến Trúc Hà Nội,"7480201",Công nghệ thông tin,A00; A01; D01; D07,Điểm thi THPT năm 2024,23.8,""
6143,Đại Học Kiến Trúc Hà Nội,"7480201-1",Công nghệ thông tin (Chuyên ngành Công nghệ đa phương tiện),A00; A01; D01; D07,Điểm thi THPT năm 2024,24.73,""
6144,Đại Học Kiến Trúc Hà Nội,"7510105",Công nghệ kỹ thuật vật liệu xây dựng,A00; A01; D01; D07,Điểm thi THPT năm 2024,22.1,""
6145,Đại Học Kiến Trúc Hà Nội,"7580101",Kiến trúc,V00; V01; V02,Điểm thi THPT năm 2024,30.2,Điểm Vẽ mỹ thuật nhân hệ số 2
6146,Đại Học Kiến Trúc Hà Nội,"75801011",Chương trình tiên tiến ngành Kiến trúc,V00; V01; V02,Điểm thi THPT năm 2024,27.8,Điểm Vẽ mỹ thuật nhân hệ số 2
6147,Đại Học Kiến Trúc Hà Nội,"7580102",Kiến trúc cảnh quan,V00; V01; V02,Điểm thi THPT năm 2024,28.78,Điểm Vẽ mỹ thuật nhân hệ số 2
6148,Đại Học Kiến Trúc Hà Nội,"7580105",Quy hoạch vùng và đô thị,V00; V01; V02,Điểm thi THPT năm 2024,29.5,Điểm Vẽ mỹ thuật nhân hệ số 2
6149,Đại Học Kiến Trúc Hà Nội,"75801051",Quy hoạch vùng và đô thị (Chuyên ngành Thiết kế đô thị),V00; V01; V02,Điểm thi THPT năm 2024,29.23,Điểm Vẽ mỹ thuật nhân hệ số 2
6150,Đại Học Kiến Trúc Hà Nội,"7580108",Thiết kế nội thất,H00; H02,Điểm thi THPT năm 2024,23.48,""
6151,Đại Học Kiến Trúc Hà Nội,"7580201",Kỹ thuật xây dựng (Chuyên ngành Xây dựng dán dụng và công nghiệp),A00; A01; D01; D07,Điểm thi THPT năm 2024,21.85,""
6152,Đại Học Kiến Trúc Hà Nội,"7580201-1",Kỹ thuật xây dựng (Chuyên ngành Xây dựng công trình ngầm đô thị),A00; A01; D01; D07,Điểm thi THPT năm 2024,22.55,""
6153,Đại Học Kiến Trúc Hà Nội,"7580201-2",Kỹ thuật xây dựng (Chuyên ngành Quản lý dự án xây dựng),A00; A01; D01; D07,Điểm thi THPT năm 2024,22.1,""
6154,Đại Học Kiến Trúc Hà Nội,"7580205",Kỳ thuật xây dựng công trình giao thông,A00; A01; D01; D07,Điểm thi THPT năm 2024,21.15,""
6155,Đại Học Kiến Trúc Hà Nội,"7580210",Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật hạ tầng đô thị),A00; A01; D01; D07,Điểm thi THPT năm 2024,21.15,""
6156,Đại Học Kiến Trúc Hà Nội,"7580210_1",Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật môi trường đô thị),A00; A01; D01; D07,Điểm thi THPT năm 2024,21.15,""
6157,Đại Học Kiến Trúc Hà Nội,"75802102",Kỹ thuật cơ sở hạ tầng (Chuyên ngành Công nghệ cơ điện công trình),A00; A01; D01; D07,Điểm thi THPT năm 2024,21.15,""
6158,Đại Học Kiến Trúc Hà Nội,"7580213",Kỹ thuật cấp thoát nước,A00; A01; D01; D07,Điểm thi THPT năm 2024,21.15,""
6159,Đại Học Kiến Trúc Hà Nội,"7580301",Kinh tế Xây dựng,A00; A01; C01; D01,Điểm thi THPT năm 2024,23.6,""
6160,Đại Học Kiến Trúc Hà Nội,"7580301_1",Kinh tế Xây dựng (Chuyên ngành Kinh tế đầu tư),A00; A01; C01; D01,Điểm thi THPT năm 2024,23.56,""
6161,Đại Học Kiến Trúc Hà Nội,"7580302",Quản lý xây dựng,A00; A01; C01; D01,Điểm thi THPT năm 2024,22.15,""
6162,Đại Học Kiến Trúc Hà Nội,"7580302-1",Quản lý xây dựng (Chuyên ngành Quản lý bất động sản),A00; A01; C01; D01,Điểm thi THPT năm 2024,23.14,""
6163,Đại Học Kiến Trúc Hà Nội,"7580302-2",Quản lý xây dựng (Chuyên ngành Quản lý vận tải và Logistics),A00; A01; C01; D01,Điểm thi THPT năm 2024,24.63,""
6164,Đại Học Kiến Trúc Hà Nội,"7580302-3",Quản lý xây dựng (Chuyên ngành Kinh tề phát triển),A00; A01; C01; D01,Điểm thi THPT năm 2024,23.4,""
6165,Đại Học Kiến Trúc Hà Nội,"7510105",Công nghệ kỹ thuật vật liệu xây dựng,A00; A01; D01; D07,Điểm học bạ năm 2024,20.0,""
6166,Đại Học Kiến Trúc Hà Nội,"7580201",Xây dựng dân dụng và công nghiệp,A00; A01; D01; D07,Điểm học bạ năm 2024,23.5,""
6167,Đại Học Kiến Trúc Hà Nội,"7580201_1",Xây dựng công trình ngầm đô thị,A00; A01; D01; D07,Điểm học bạ năm 2024,19.0,""
6168,Đại Học Kiến Trúc Hà Nội,"7580201_2",Quản lý dự án xây dựng,A00; A01; D01; D07,Điểm học bạ năm 2024,24.0,""
6169,Đại Học Kiến Trúc Hà Nội,"7580205",Kỹ thuật xây dựng công trình giao thông,A00; A01; D01; D07,Điểm học bạ năm 2024,22.0,""
6170,Đại Học Kiến Trúc Hà Nội,"7580210",Kỹ thuật hạ tầng đô thị,A00; A01; D01; D07,Điểm học bạ năm 2024,23.0,""
6171,Đại Học Kiến Trúc Hà Nội,"7580210_1",Kỹ thuật môi trường đô thị,A00; A01; D01; D07,Điểm học bạ năm 2024,21.0,""
6172,Đại Học Kiến Trúc Hà Nội,"7580210_2",Công nghệ cơ điện công trình,A00; A01; D01; D07,Điểm học bạ năm 2024,22.0,""
6173,Đại Học Kiến Trúc Hà Nội,"7580213",Kỹ thuật cấp thoát nước,A00; A01; D01; D07,Điểm học bạ năm 2024,21.0,""
6174,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310101_401",Kinh tế (Chuyên ngành Kinh tế học),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.89,""
6175,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310101_403",Kinh tế (Chuyên ngành Kinh tế và Quản lý công),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.64,""
6176,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310106_402",Kinh tế quốc tế (Chuyên ngành Kinh tế đối ngoại),A00; A01; D01; D07,Điểm thi THPT năm 2024,26.55,""
6177,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310108_413","Toán Kinh tế (Chuyên ngành Toán ứng dụng trong Kinh tế, Quản trị và Tài chính)",A00; A01; D01; D07,Điểm thi THPT năm 2024,26.22,""
6178,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310108_413E","Toán Kinh tế (Chuyên ngành Toán ứng dụng trong Kinh tế, Quản trị và Tài chính) (Tiếng Anh)",A00; A01; D01; D07,Điểm thi THPT năm 2024,25.61,""
6179,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7310108_419",Toán Kinh tế (Chuyên ngành Phân tích dữ liệu),A00; A01; D01; D07,Điểm thi THPT năm 2024,26.4,""
6180,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340101_407",Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh ),A00; A01; D01; D07,Điểm thi THPT năm 2024,26.33,""
6181,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340101_407E",Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh )(Tiếng Anh),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.5,""
6182,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340101_415",Quản trị kinh doanh (Chuyên ngành Quản trị du lịch và lữ hành),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.33,""
6183,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340115_410",Marketing (Chuyên ngành Marketing),A00; A01; D01; D07,Điểm thi THPT năm 2024,26.87,""
6184,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340115_410E",Marketing (Chuyên ngành Marketing)(Tiếng Anh),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.75,""
6185,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340115_417",Marketing (Chuyên ngành Digital Marketing),A00; A01; D01; D07,Điểm thi THPT năm 2024,27.1,""
6186,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340120_408",Kinh doanh quốc tế,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.71,""
6187,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340120_408E",Kinh doanh quốc tế (Tiếng Anh),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.75,""
6188,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340122_411",Thương mại điện tử,A00; A01; D01; D07,Điểm thi THPT năm 2024,27.44,""
6189,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340122_411E",Thương mại điện tử (Tiếng Anh),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.89,""
6190,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340201_404",Tài chính - Ngân hàng,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.17,""
6191,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340201_404E",Tài chính - Ngân hàng (Tiếng Anh),A00; A01; D01; D07,Điểm thi THPT năm 2024,25.2,""
6192,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340205_414",Công nghệ tài chính,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.54,""
6193,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340205_414H",Công nghệ tài chính (CT Co-operative Education),A00; A01; D01; D07,Điểm thi THPT năm 2024,26.45,""
6194,Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,"7340301_405",Kế toán,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.17,""
